사업장명,도로명주소,소재지면적,위도,경도
이마트24 강서 곰달래점,서울특별시 강서구 월정로 128-1,3.30,37.53301,126.8365271
GS25 화곡버디점,서울특별시 강서구 화곡로27길 20,3.30,37.543499,126.8394685
씨유 가양3단지점,서울특별시 강서구 허준로 139,3.30,37.5644495,126.8553523
세븐일레븐 마곡W타워점,서울특별시 강서구 마곡중앙1로 14,3.30,37.558542,126.8218699
씨유 강서해링턴점,서울특별시 강서구 강서로 231,3.30,37.5596089,126.838587
씨유 화곡미래점,서울특별시 강서구 초록마을로 122,3.30,37.536725,126.8483271
씨유 까치산역점,서울특별시 강서구 강서로 61,3.30,37.5596089,126.838587
세븐일레븐 마곡힐스점,서울특별시 강서구 마곡중앙3로 74,3.30,37.5637992,126.81836473807485
씨유 방화제일점,서울특별시 강서구 초원로 56,3.30,37.5677926,126.8091483
지에스25 가양데시앙점,서울특별시 강서구 양천로 418,3.30,37.5488695,126.8781594
세븐일레븐 화곡수명점,서울특별시 강서구 강서로33길 103,10.00,37.5413251,126.8367833
지에스25 화곡우장점,서울특별시 강서구 초록마을로22길 24,7.00,37.5390955,126.8488659
이마트24 R강서방화점,서울특별시 강서구 양천로14길 44,7.00,37.5705016,126.8093663
씨유 화곡트윈캐슬점,서울특별시 강서구 초록마을로 71,7.00,37.536725,126.8483271
이마트24 강서나눔점,서울특별시 강서구 양천로73길 49,7.00,37.551736,126.8732382
씨유 화곡더숨점,서울특별시 강서구 초록마을로34길 57,3.30,37.5369283,126.8456605
GS25 공항제일점,서울특별시 강서구 송정로4길 46,7.00,37.5581449,126.814114
씨유 등촌보보카운티점,서울특별시 강서구 공항대로 509,7.00,37.5612563,126.8124407
GS25 뉴내발산점,서울특별시 강서구 강서로45나길 59,7.00,37.550649899999996,126.8355195
이마트24 마곡GMG타워점,서울특별시 강서구 마곡중앙6로 16,7.00,37.5603397,126.833454
씨유 염창트리타워점,서울특별시 강서구 양천로 738,3.30,37.5488695,126.8781594
지에스25 화곡개나리점,서울특별시 강서구 초록마을로 148,3.30,37.536725,126.8483271
지에스25 화곡화원점,서울특별시 강서구 월정로30길 102,3.30,37.534873,126.8391703
세븐일레븐 화곡우장산숲점,서울특별시 강서구 화곡로31길 22,3.30,37.5444787,126.8404758
씨유 KBS스포츠월드점,서울특별시 강서구 공항대로 376,3.30,37.5566809,126.84840136509956
씨유 강서사랑점,서울특별시 강서구 초록마을로 129,7.00,37.536725,126.8483271
(주)이마트24 강서BSD센터 CFF점,서울특별시 강서구 강서로33길 19,10.49,37.5413251,126.8367833
이마트24 R공항대로점,서울특별시 강서구 공항대로2길 64,3.30,37.5597981,126.8087123
씨유 염창태진점,서울특별시 강서구 양천로 698,3.30,37.5488695,126.8781594
세븐일레븐 방화방신시장점,서울특별시 강서구 양천로24가길 59,3.30,37.5715921,126.8137232
씨유 마곡필굿점,서울특별시 강서구 마곡중앙8로 86,3.30,37.5608999,126.8368212
이마트24 동신한강타운점,서울특별시 강서구 강서로 532,7.00,37.5596089,126.838587
이마트24 왈도강서캠퍼스점,서울특별시 강서구 양천로 660,3.30,37.55212015,126.870088144103
세븐일레븐 화곡자하클래식점,서울특별시 강서구 화곡로 262,3.30,37.5575476,126.853233
씨유 NH서울타워점,서울특별시 강서구 양천로 570,3.30,37.55654875,126.86208628081276
지에스25 우장산스카이점,서울특별시 강서구 강서로 294,3.30,37.5596089,126.838587
세븐일레븐 염창래미안점,서울특별시 강서구 양천로 646-32,3.30,37.5521335,126.86793766195208
지에스25 화곡풍년점,서울특별시 강서구 곰달래로 61,3.30,37.5312794,126.8548343
씨유 공항타운점,서울특별시 강서구 방화대로7길 51,3.30,37.5562298,126.8147639
씨유 마곡사이언스타점,서울특별시 강서구 마곡중앙6로 42,3.30,37.5603397,126.833454
씨유 공항메트로점,서울특별시 강서구 공항대로7나길 44,3.30,37.5632,126.8121013
씨유 가양시크릿점,서울특별시 강서구 강서로 506,3.30,37.5596089,126.838587
세븐일레븐 강서등촌역점,서울특별시 강서구 등촌로 229,3.30,37.5515987,126.8639552
씨유 강서지식산업센터점,서울특별시 강서구 양천로 401,3.30,37.5488695,126.8781594
GS25 방화제일점,서울특별시 강서구 방화동로12길 14,3.30,37.5665894,126.8140655
씨유 화곡수정점,서울특별시 강서구 강서로18다길 8,3.30,37.5352027,126.8481847
씨유 등촌디앤써밋점,서울특별시 강서구 공항대로 521,3.30,37.5612563,126.8124407
세븐일레븐 마곡벽산점,서울특별시 강서구 양천로47길 118,3.30,37.5755766,126.8370121
